PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
349,2022-04-22,21:34:34.49,3,7,"Loper, Jimmy",1000049083,Right,DUK_BLU,"Jackson, Jadyn",1000050955,Right,GIT_YEL,Undefined,9,Bottom,1,3,2,Cutter,Cutter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,87.05215,-2.221099,-2.008481,2370.381358,181.922257,12:00,5.76735,0.93486,5.8636,-23.83371,13.05052,0.39941,1.71558,-0.89844,79.96014,-6.659856,-1.936853,0.437111,,,,,,,,,,,,-0.75091,7.63788,-0.77228,50,5.57332,4.41383,-126.32945,-5.66389,-1.21598,25.23372,-19.80534,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,893d96b0-c2a5-11ec-91bc-95a4c9711d94,86.23081,,,7.09201,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:34:34.49,2022-04-22T21:34:34.4930000-04:00,2022-04-23T01:34:34.4930000Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,682c40c4-0834-4911-89d4-1c556f5321eb,54.63403,-127.25171,12.61686,5.7671,-4.94004,-9.90267,-0.93442,4.45827,-0.60799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.05216,2.301827,0.912691,1.389136,-0.43224,1.49673,0.96092,-2.25521,5.89763,2.29084,127.27838,2.14527,1.75558,-2.04554,104.35473,-8.12702,5.92283,13.18383,-11.45106,2.28335,-0.71876,0.24472,High,High,High,,,High,High,High
350,2022-04-22,21:37:54.33,4,1,"Loper, Jimmy",1000049083,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,9,Bottom,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.09967,-1.390432,-0.27003,2704.477172,20.106832,6:45,5.95149,0.93363,5.103,-56.11275,-10.13095,-4.22016,-0.03496,0.32751,73.35701,-11.438873,-1.020368,0.48805,,,,,,,,,,,,2.05126,-4.37748,-0.90465,50,5.77562,0.7085,-114.86187,-4.8084,2.73562,21.61948,-38.01203,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,00545810-c2a6-11ec-91bc-95a4c9711d94,77.23068,,,5.74266,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:37:54.33,2022-04-22T21:37:54.3316888-04:00,2022-04-23T01:37:54.3316888Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,c9d20331-1248-40e5-bfca-260827416443,55.39949,-115.87371,10.80974,5.95903,-3.02935,-19.00601,-0.93481,0.58047,1.36781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
351,2022-04-22,21:38:14.77,4,2,"Loper, Jimmy",1000049083,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,9,Bottom,2,1,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.79528,1.685462,-0.1127,2551.33887,6.068587,6:15,5.94619,0.80059,5.20552,-54.83731,-9.8878,-1.19681,2.96197,0.59487,73.40352,-8.23291,-0.325148,0.482541,,,,,,,,,,,,0.56535,-4.96823,-0.78923,50,6.06052,0.27716,-115.87005,1.4069,0.76902,21.54575,-38.93185,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,0c8e3a10-c2a6-11ec-91bc-95a4c9711d94,78.11246,,,6.39176,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:38:14.77,2022-04-22T21:38:14.7733400-04:00,2022-04-23T01:38:14.7733400Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,23880eb1-bbee-48d1-94ea-bba0d0a3d2ef,55.29563,-116.85061,10.77287,5.95617,3.17871,-19.46592,-0.80105,0.24216,0.38451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
352,2022-04-22,21:38:34.22,4,3,"Loper, Jimmy",1000049083,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,9,Bottom,2,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.70523,-2.620861,-1.361138,2475.165216,212.878261,1:00,5.93385,0.99705,5.41685,-15.28698,18.64446,11.33071,2.2024,0.66597,83.66388,-5.512456,0.654569,0.41925,,,,,,,,,,,,-6.06311,10.43914,-0.88419,50,5.69052,2.6325,-132.94622,-6.57074,-10.83567,28.88895,-13.51783,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,1814d1a0-c2a6-11ec-91bc-95a4c9711d94,89.90454,,,8.04135,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:38:34.22,2022-04-22T21:38:34.2227864-04:00,2022-04-23T01:38:34.2227864Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,167519ba-7f6e-4476-b328-969628d0d944,55.0801,-134.04557,14.44448,5.93078,-6.05632,-6.75891,-0.99221,3.04485,-5.41783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
353,2022-04-22,21:38:56.22,4,4,"Loper, Jimmy",1000049083,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,9,Bottom,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.73403,-0.83422,-2.612552,2452.592145,205.027079,12:45,5.98739,0.86216,5.64811,-14.74272,18.98186,8.33343,3.97987,-0.88188,83.22147,-3.659448,-1.125979,0.417969,,,,,,,,,,,,-4.95071,10.16871,-0.64571,50,5.90732,5.68353,-132.9834,-2.36599,-8.82101,29.85286,-14.05575,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,25367b90-c2a6-11ec-91bc-95a4c9711d94,90.1799,,,8.51256,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:38:56.22,2022-04-22T21:38:56.2224024-04:00,2022-04-23T01:38:56.2224024Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,8f3b7e75-5a59-4ae0-96ca-07c7a4ae1792,54.8471,-134.06709,14.92643,5.98394,-1.85575,-7.02787,-0.85783,6.00375,-4.41051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
354,2022-04-22,21:39:20.20,4,5,"Loper, Jimmy",1000049083,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,9,Bottom,2,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.85464,-2.464774,0.256909,2425.744314,212.67384,1:00,5.93854,0.92838,5.11511,-13.31934,21.01064,12.72729,2.50525,2.23101,83.4628,-5.002019,2.507994,0.421705,,,,,,,,,,,,-6.22264,11.49532,-0.9628,50,5.6968,-1.21318,-133.0855,-6.13653,-11.0979,30.05282,-11.67246,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,337c0c10-c2a6-11ec-91bc-95a4c9711d94,89.38116,,,8.39184,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:39:20.20,2022-04-22T21:39:20.2008472-04:00,2022-04-23T01:39:20.2008472Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,923e285c-1159-48cb-8453-d1004203f322,55.38099,-134.29512,15.02641,5.93434,-5.66672,-5.83623,-0.92296,-0.76649,-5.54895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
355,2022-04-22,21:39:44.83,4,6,"Loper, Jimmy",1000049083,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,9,Bottom,2,3,2,Cutter,Cutter,InPlay,Undefined,GroundBall,Out,1,0,,87.15818,-0.954935,-2.833469,2350.405429,200.677676,12:45,5.75215,0.92661,5.88746,-24.15513,12.52131,4.30571,2.85135,-1.34774,80.06758,-5.461882,-2.061964,0.435878,86.50405,34.977672,25.949959,,97.98856,70.14262,49.98184,317.49171,,26.121537,5.269197,-2.96973,7.00977,-0.70055,50,5.66112,6.08805,-126.53131,-2.88424,-4.83448,24.81495,-20.7627,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,42317560-c2a6-11ec-91bc-95a4c9711d94,86.47472,89.43073,,7.0906,,,,1.25668,3.02279,1.32765,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:39:44.83,2022-04-22T21:39:44.8337304-04:00,2022-04-23T01:39:44.8337304Z,FlyBall,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,7220c2ef-ed37-4399-b077-d1b2968b597a,54.61127,-127.43245,12.40748,5.75217,-2.13026,-10.38135,-0.92483,6.26361,-2.41724,,1.26114,93.37377,-18.42337,3.91824,-0.29492,-0.14094,0.05073,-0.00656,0.00031,3.01808,72.82434,-17.10032,1.22981,-0.44348,0.14327,-0.02257,0.00145,-2E-05,1.32975,45.44652,-6.98947,0.83002,0.1137,-0.1018,0.02682,-0.00326,0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
356,2022-04-22,21:42:18.72,1,1,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Mooney, Alex",1000071767,Right,DUK_BLU,Undefined,10,Top,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.468,-0.662933,-3.041583,2515.36227,28.163038,7:00,6.37682,2.69812,5.02496,-45.91802,-5.39721,-3.71189,1.92386,-0.48395,76.98128,-8.970456,-3.697054,0.458153,,,,,,,,,,,,0.77032,-1.96268,-2.40377,50,6.27669,6.73432,-123.54488,-3.2489,1.16195,30.13213,-35.13455,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,9df4f980-c2a6-11ec-91bc-95a4c9711d94,82.27045,,,8.48672,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:42:18.72,2022-04-22T21:42:18.7205016-04:00,2022-04-23T01:42:18.7205016Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,86fa3a92-6760-441b-b7df-506fc31d3cd1,55.47069,-124.87203,15.06607,6.38571,-1.70142,-17.56728,-2.69926,6.68314,0.58098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
357,2022-04-22,21:42:35.53,1,2,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Mooney, Alex",1000071767,Right,DUK_BLU,Undefined,10,Top,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.65827,-0.802069,-2.188927,2621.671418,76.552374,8:30,6.38952,2.56353,4.94343,-38.57041,0.44378,-2.61165,2.41675,0.27629,79.6349,-7.738983,-2.649658,0.449555,,,,,,,,,,,,0.76701,0.7387,-2.34865,50,6.27945,4.87047,-124.38308,-3.26243,1.21696,21.95819,-31.002,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,a7efe800-c2a6-11ec-91bc-95a4c9711d94,83.8439,,,6.02337,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:42:35.53,2022-04-22T21:42:35.5379096-04:00,2022-04-23T01:42:35.5379096Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,9fb91313-5ce1-4c68-b978-9df04e77b74f,55.55677,-125.36022,10.97909,6.39393,-1.88285,-15.501,-2.56418,4.81632,0.60848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
358,2022-04-22,21:42:53.37,1,3,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Mooney, Alex",1000071767,Right,DUK_BLU,Undefined,10,Top,0,0,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,85.8697,-0.286369,-2.16706,2684.222773,48.276866,7:30,6.41199,2.5107,5.05622,-41.17998,-2.26977,-3.82358,2.71007,0.14743,79.31059,-7.715428,-2.842931,0.448956,83.92517,-42.385142,-63.47591,,,,,4.19412,,-42.21965,0.033618,1.34465,-0.76665,-2.30124,50,6.35154,4.88371,-124.64982,-2.22656,2.12618,23.88268,-33.38631,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,b2910190-c2a6-11ec-91bc-95a4c9711d94,83.95583,2.79743,,6.55911,,,,1.73723,2.79743,-0.07579,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:42:53.37,2022-04-22T21:42:53.3785496-04:00,2022-04-23T01:42:53.3785496Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,2c91cca4-19c3-48bb-a60f-e05e58107e8c,55.44454,-125.68865,11.94134,6.4168,-0.77434,-16.69315,-2.51166,4.79123,1.06309,,1.7366,40.71696,,,,,,,,2.79871,-83.21203,,,,,,,,-0.07454,-81.57966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
359,2022-04-22,21:43:13.86,1,4,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Mooney, Alex",1000071767,Right,DUK_BLU,Undefined,10,Top,0,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,97.82029,-1.903655,-3.948945,2735.105815,209.590147,1:00,6.43312,2.48736,5.36805,-9.00851,21.03367,11.36623,3.89261,-0.27392,88.70345,-3.676205,-1.936336,0.394491,79.69295,68.542998,149.530968,5015.719752,,,,,,,,-6.84977,11.40406,-2.14106,50,6.25611,9.20804,-141.55497,-4.94904,-13.83959,33.5901,-9.13277,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,bec42cd0-c2a6-11ec-91bc-95a4c9711d94,95.54703,47.77931,,9.11684,,,,0.56299,3.5418,0.2851,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:43:13.86,2022-04-22T21:43:13.8646424-04:00,2022-04-23T01:43:13.8646424Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,b00684d7-938d-41a4-affd-7ca7d1c67bed,55.12951,-142.76698,16.79505,6.42874,-4.61951,-4.56639,-2.48232,9.70741,-6.9198,347.783894,0.58244,-37.40312,-3.65501,,,,,,,3.5796,107.72914,-34.49964,,,,,,,0.2927,21.46876,-4.42483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
360,2022-04-22,21:43:36.27,1,5,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Mooney, Alex",1000071767,Right,DUK_BLU,Undefined,10,Top,0,0,2,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,85.60848,-1.014987,-2.776393,2772.853061,8.133208,6:15,6.22803,2.76086,5.26437,-45.98168,-6.20638,-1.09209,1.44151,0.0596,77.60608,-9.349066,-2.970317,0.453919,37.01725,31.606389,-69.211524,4214.461705,,,,68.91004,,-65.996063,1.704784,-0.3772,-2.40209,-2.50582,50,6.10099,6.05755,-123.9319,-3.95284,-0.57554,29.15023,-35.8391,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,cc22b8b0-c2a6-11ec-91bc-95a4c9711d94,83.03783,12.90118,,8.0024,,,,2.32254,1.58961,-0.10658,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:43:36.27,2022-04-22T21:43:36.2721688-04:00,2022-04-23T01:43:36.2721688Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,5b5e1c8b-cbe1-491e-93eb-6b36f449ffa7,55.23392,-125.15692,14.57512,6.23546,-2.44673,-17.91955,-2.76089,6.08173,-0.28777,,2.32254,16.41073,-0.98014,0.12578,0.0291,-0.06562,0.04983,-0.01768,0.00245,1.58961,28.45395,-18.5784,0.99187,-0.22726,0.09746,-0.01539,-0.00649,0.00205,-0.10662,-43.22338,3.83779,0.14353,-0.84947,1.23853,-0.857,0.28955,-0.03881,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Medium,,,
361,2022-04-22,21:44:00.42,1,6,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Mooney, Alex",1000071767,Right,DUK_BLU,Undefined,10,Top,0,0,2,Fastball,Four-Seam,HitByPitch,Undefined,Undefined,Undefined,0,0,,98.27689,-1.609237,-1.988467,2578.529625,206.292443,1:00,6.46303,2.30336,5.26841,-6.653,22.798,10.82497,4.39566,1.33682,90.08609,-2.939987,-0.069784,0.39059,58.0986,-12.862389,150.318378,4965.572034,,,,17.45548,,156.285652,0.220327,-5.95394,12.12005,-2.12991,50,6.31154,4.41693,-142.64954,-4.15525,-12.34958,30.7825,-7.03488,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,da7d30c0-c2a6-11ec-91bc-95a4c9711d94,96.50122,4.29706,,8.1908,,,,-0.43501,4.29706,-1.62315,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:44:00.42,2022-04-22T21:44:00.4226968-04:00,2022-04-23T01:44:00.4226968Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,ef5a0389-cb30-4404-9304-9642a8a58170,55.23112,-143.77394,15.39125,6.45863,-3.89828,-3.51744,-2.29948,4.86803,-6.17479,,-0.43561,-72.13665,7.17431,,,,,,,4.29627,-18.92121,-2.61178,,,,,,,-1.62225,41.08183,-8.44314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,High,,,
362,2022-04-22,21:45:21.59,2,1,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,10,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,96.31804,-2.969283,-2.423906,2634.085376,222.521628,1:30,6.39319,2.54189,5.38403,-13.71552,17.4417,14.96072,2.46202,1.51524,86.93626,-5.585983,0.234043,0.401745,,,,,,,,,,,,-8.223,9.98973,-2.33584,50,6.11805,5.15617,-139.35516,-7.67579,-15.97998,34.75492,-12.76073,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,0af26ef0-c2a7-11ec-91bc-95a4c9711d94,93.82172,,,9.38178,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:45:21.59,2022-04-22T21:45:21.5929240-04:00,2022-04-23T01:45:21.5929240Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,0e356a16-d2db-4515-a0f7-49fbe2beacd3,55.11179,-140.62425,17.37746,6.38983,-7.20983,-6.38036,-2.53477,5.73969,-7.98999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
363,2022-04-22,21:45:55.10,2,2,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,10,Top,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.99649,0.709951,-1.77043,2711.715745,54.94062,7:45,6.07976,2.77894,5.13507,-43.30475,-3.00721,-6.28386,3.13993,0.58758,77.04593,-7.165633,-2.882605,0.456889,,,,,,,,,,,,2.54469,-1.25043,-2.60794,50,6.11319,4.08983,-123.13675,-0.15067,3.85641,27.40948,-34.06907,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,1eea6ed0-c2a7-11ec-91bc-95a4c9711d94,82.49801,,,7.95055,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:45:55.10,2022-04-22T21:45:55.1039384-04:00,2022-04-23T01:45:55.1039384Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,fc2ed695-5705-477a-9d41-919d6f6366c6,55.36132,-124.32441,13.70474,6.08773,1.32557,-17.03453,-2.78154,3.92273,1.9282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
364,2022-04-22,21:46:15.12,2,3,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,10,Top,0,0,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,85.0448,1.440673,-2.122233,2656.863947,37.353907,7:15,6.13161,2.95469,5.12066,-44.40089,-4.57272,-4.43685,3.78977,0.58503,77.87749,-6.603851,-2.906661,0.45422,,,,,,,,,,,,1.61658,-2.33378,-2.75149,50,6.23232,4.76537,-123.34667,1.38743,2.48763,24.79816,-35.76533,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,2ad3bfd0-c2a7-11ec-91bc-95a4c9711d94,82.98272,,,7.16732,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:46:15.12,2022-04-22T21:46:15.1244696-04:00,2022-04-23T01:46:15.1244696Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,9523bbe5-0d66-4030-8430-83ae7168bac5,55.37912,-124.42341,12.39908,6.13837,2.94037,-17.88267,-2.95606,4.65735,1.24382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
365,2022-04-22,21:46:41.85,2,4,"Maxwell, Zachary",1000050574,Right,GIT_YEL,"Pauley, Graham",1000051136,Left,DUK_BLU,Undefined,10,Top,0,0,2,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,86.27136,-0.160395,-2.525128,2639.188005,46.02129,7:30,6.17024,2.88777,5.46731,-39.2975,-1.22303,-2.45685,2.74519,0.31828,79.41732,-7.31755,-2.962449,0.444108,96.61153,38.019547,20.745509,4930.757907,103.19707,85.92273,38.08363,314.63767,,20.373878,6.009717,0.56189,-0.29008,-2.66378,50,6.12888,5.62561,-125.23812,-1.79514,0.89403,24.86913,-32.6356,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,3ac10ce0-c2a7-11ec-91bc-95a4c9711d94,84.87232,122.03817,,6.85405,,,,2.3882,2.78775,-0.43423,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-23,01:46:41.85,2022-04-22T21:46:41.8565528-04:00,2022-04-23T01:46:41.8565528Z,FlyBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,42b7961d-3563-49ba-9a83-8dbf41e9617a,55.03318,-126.23363,12.43457,6.17459,-0.48874,-16.3178,-2.88826,5.58982,0.44701,181.270637,2.39599,104.25904,-25.48762,6.13035,-1.10866,0.14829,-0.01463,0.00106,-4E-05,2.78491,87.30898,-17.84472,0.66823,0.13242,-0.09634,0.0245,-0.0029,0.00013,-0.43129,39.49165,-9.21563,2.06054,-0.33841,0.03937,-0.00348,0.00027,-1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
